Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Minorshome,TotalMnt,TotalPurchases,TotalCampPar,Age
2n Cycle,Married,23148.0,2014-02-18,83,4.0,6.0,8.0,6.0,3.0,10.0,1,2,0,3,7,0,0,0,0,0,0,0,0,37.0,5,0,29
Graduation,Single,44267.0,2013-02-25,48,183.0,5.0,65.0,3.0,5.0,49.0,5,5,2,4,9,0,0,0,0,0,0,0,2,310.0,11,0,43
Graduation,Married,71626.0,2012-11-01,94,546.0,72.0,376.0,94.0,145.0,72.0,1,5,5,8,3,0,1,0,0,0,0,0,0,1305.0,18,1,33
Graduation,Married,60894.0,2013-06-28,61,606.0,7.0,155.0,10.0,0.0,54.0,5,10,3,8,7,0,0,0,0,0,0,0,1,832.0,21,0,47
Graduation,Married,50200.0,2013-04-03,70,266.0,6.0,51.0,8.0,6.0,64.0,6,7,1,5,8,0,0,0,0,0,0,0,2,401.0,13,0,37
PhD,Married,81051.0,2014-05-23,43,1142.0,29.0,249.0,38.0,29.0,14.0,1,5,5,12,2,0,1,1,0,0,0,0,0,1501.0,22,2,49
Graduation,Married,65169.0,2014-01-14,23,1074.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,1,0,1,1,1,0,1,0,1189.0,27,4,32
Graduation,Married,59868.0,2013-07-22,37,771.0,51.0,154.0,54.0,10.0,154.0,7,11,2,12,6,0,0,0,0,0,0,0,1,1194.0,25,0,41
PhD,Married,65695.0,2014-01-31,50,371.0,32.0,189.0,0.0,58.0,6.0,2,5,4,10,4,0,0,0,0,0,0,0,1,656.0,19,0,54
Master,Single,64857.0,2012-11-23,78,556.0,14.0,717.0,210.0,0.0,43.0,1,7,5,10,4,0,0,0,0,0,0,0,0,1540.0,22,0,56
Master,Married,45143.0,2013-08-26,74,202.0,5.0,74.0,11.0,5.0,14.0,3,6,1,5,7,0,0,0,0,0,0,0,1,311.0,12,0,48
2n Cycle,Married,74805.0,2013-11-06,14,209.0,162.0,209.0,41.0,162.0,37.0,5,4,7,10,2,0,0,0,0,0,0,0,1,820.0,21,0,58
2n Cycle,Married,59060.0,2014-01-11,77,35.0,40.0,111.0,36.0,40.0,12.0,3,3,1,7,4,0,0,0,0,0,0,0,1,274.0,11,0,25
PhD,Single,27238.0,2013-04-20,39,37.0,0.0,17.0,0.0,0.0,3.0,3,3,0,3,9,0,0,0,0,0,0,0,2,57.0,6,0,51
Graduation,Married,47009.0,2013-10-01,89,171.0,45.0,73.0,59.0,10.0,90.0,4,3,2,8,4,0,0,0,0,0,0,0,1,448.0,13,0,48
2n Cycle,Married,46094.0,2014-06-10,62,12.0,2.0,20.0,3.0,2.0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,2,44.0,4,0,41
Graduation,Married,40321.0,2013-07-29,59,44.0,4.0,21.0,6.0,0.0,27.0,2,3,0,3,7,0,0,0,0,0,0,0,2,102.0,6,0,41
Graduation,Married,37235.0,2014-02-01,68,20.0,2.0,9.0,4.0,6.0,20.0,1,1,1,2,4,0,0,0,0,0,0,0,1,61.0,4,0,30
Master,Married,81843.0,2013-04-22,13,779.0,86.0,537.0,34.0,69.0,138.0,1,5,9,12,3,0,0,0,0,0,0,0,0,1643.0,26,0,53
Master,Married,46692.0,2013-06-06,37,170.0,6.0,97.0,24.0,12.0,88.0,3,6,1,5,6,0,0,0,0,0,0,0,1,397.0,12,0,55
Graduation,Married,77382.0,2014-01-07,36,491.0,48.0,231.0,112.0,105.0,134.0,2,5,7,12,1,0,0,1,0,0,0,0,1,1121.0,24,1,46
Graduation,Single,37774.0,2012-09-03,28,173.0,8.0,107.0,7.0,2.0,176.0,4,7,2,3,9,1,0,0,0,0,1,1,2,473.0,12,1,35
High School,Married,18393.0,2014-03-29,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,0,0,0,0,0,0,0,1,50.0,6,0,40
Master,Married,72828.0,2013-02-14,17,1205.0,0.0,235.0,19.0,14.0,205.0,6,6,3,13,7,0,0,0,0,0,0,0,1,1678.0,22,0,51
Graduation,Married,24711.0,2014-04-18,86,10.0,7.0,25.0,6.0,3.0,7.0,1,3,0,3,7,0,0,0,0,0,0,0,0,58.0,6,0,32
PhD,Married,45503.0,2013-09-25,54,97.0,4.0,44.0,6.0,1.0,18.0,1,3,1,4,5,0,0,0,0,0,0,0,1,170.0,8,0,38
Master,Single,6560.0,2013-12-12,2,67.0,11.0,26.0,4.0,3.0,262.0,0,1,0,1,17,0,0,0,0,0,0,0,0,373.0,2,0,31
PhD,Married,71604.0,2013-11-17,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,1,0,0,0,0,0,1,0,1196.0,16,1,68
Graduation,Married,27244.0,2014-03-07,84,6.0,5.0,17.0,3.0,24.0,46.0,2,2,2,2,7,0,0,0,0,0,0,0,1,101.0,6,0,35
Graduation,Married,48752.0,2012-12-12,8,73.0,57.0,100.0,71.0,15.0,0.0,5,6,1,5,9,0,0,0,0,0,0,1,2,316.0,12,0,43
Graduation,Married,71434.0,2013-09-18,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,0,1,0,1,0,0,0,1,1400.0,18,2,51
Graduation,Single,90842.0,2013-07-29,57,774.0,70.0,118.0,182.0,187.0,93.0,1,4,9,13,1,0,0,0,0,0,0,0,0,1424.0,26,0,65
Master,Married,88097.0,2012-08-18,24,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,0,1,1,1,0,0,1,1,844.0,19,3,34
Graduation,Married,51948.0,2013-09-17,51,82.0,33.0,54.0,71.0,30.0,41.0,2,5,2,4,5,0,0,0,0,0,0,0,1,311.0,11,0,38
Graduation,Married,71853.0,2013-05-08,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,0,0,0,0,0,0,0,0,1149.0,16,0,31
Master,Married,35876.0,2014-04-20,13,66.0,2.0,40.0,4.0,3.0,14.0,1,3,1,3,6,0,0,0,0,0,0,0,0,129.0,7,0,31
Graduation,Single,40049.0,2013-10-16,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,0,0,0,0,0,1,32.0,4,0,61
Graduation,Single,39660.0,2012-08-08,36,139.0,13.0,78.0,20.0,13.0,36.0,3,7,1,3,9,0,0,0,0,0,0,1,1,299.0,11,0,30
Graduation,Married,50127.0,2014-05-29,88,274.0,0.0,21.0,4.0,6.0,15.0,1,5,1,6,6,0,1,0,0,0,0,0,1,320.0,12,1,52
Master,Married,43263.0,2012-11-21,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,0,0,0,0,0,0,0,1,441.0,13,0,35
Master,Married,62845.0,2012-10-01,3,1099.0,0.0,45.0,0.0,0.0,34.0,11,3,4,10,8,0,1,0,0,0,0,1,2,1178.0,17,1,63
Graduation,Married,18929.0,2013-02-16,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,0,0,85.0,5,0,23
High School,Single,24367.0,2013-03-20,58,2.0,4.0,2.0,0.0,11.0,5.0,1,1,0,2,9,0,0,0,0,0,0,0,1,24.0,3,0,31
Graduation,Single,33249.0,2013-02-20,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,0,0,0,0,0,1,112.0,6,0,38
2n Cycle,Married,26887.0,2013-02-10,27,6.0,7.0,4.0,3.0,4.0,6.0,1,1,0,3,6,0,0,0,0,0,0,0,1,30.0,4,0,54
PhD,Married,50150.0,2013-06-20,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,0,0,410.0,14,0,30
Graduation,Married,62061.0,2013-08-31,12,641.0,7.0,84.0,0.0,30.0,38.0,3,10,4,7,6,0,1,0,0,0,0,0,1,800.0,21,1,37
PhD,Single,85696.0,2013-05-03,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,0,0,0,0,0,0,1,0,1313.0,19,0,51
PhD,Married,76542.0,2013-03-30,91,794.0,73.0,573.0,0.0,29.0,14.0,1,4,8,10,2,0,0,0,0,0,0,0,0,1483.0,22,0,57
Graduation,Single,70515.0,2013-10-21,12,420.0,0.0,452.0,182.0,64.0,140.0,1,6,6,4,2,0,0,0,0,0,0,1,0,1258.0,16,0,20
Graduation,Married,18227.0,2012-11-08,21,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,0,0,0,0,0,0,0,1,28.0,3,0,25
Graduation,Married,69139.0,2014-01-27,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,0,1,227.0,10,0,49
Graduation,Married,69109.0,2012-11-09,10,823.0,25.0,459.0,124.0,29.0,95.0,1,6,6,7,4,0,0,1,0,0,0,1,0,1555.0,19,1,30
Graduation,Single,69627.0,2013-03-17,35,231.0,161.0,215.0,171.0,30.0,53.0,2,8,2,11,5,0,0,0,0,0,0,0,1,861.0,21,0,51
Graduation,Married,38136.0,2013-04-22,69,8.0,15.0,27.0,0.0,20.0,33.0,2,3,1,2,8,1,0,0,0,0,0,0,1,103.0,6,1,35
PhD,Single,62159.0,2014-04-28,68,182.0,17.0,259.0,77.0,70.0,29.0,1,6,2,10,4,0,0,0,0,0,0,0,0,634.0,18,0,68
Graduation,Single,80695.0,2013-12-29,85,557.0,129.0,984.0,193.0,37.0,18.0,1,5,8,5,2,0,0,0,0,0,0,0,0,1918.0,18,0,50
Master,Single,33316.0,2013-10-04,34,79.0,1.0,31.0,4.0,4.0,12.0,3,2,1,4,6,0,0,0,0,0,0,0,2,131.0,7,0,42
Graduation,Married,58554.0,2012-09-26,55,368.0,24.0,68.0,38.0,0.0,88.0,6,8,2,6,7,0,0,0,0,0,0,0,2,586.0,16,0,44
High School,Married,17256.0,2013-11-23,10,6.0,4.0,14.0,8.0,8.0,22.0,2,2,1,2,8,1,0,0,0,0,0,0,1,62.0,5,1,21
Graduation,Single,53034.0,2013-05-30,30,160.0,15.0,196.0,15.0,11.0,50.0,8,6,1,7,8,0,0,0,0,0,0,0,2,447.0,14,0,39
2n Cycle,Married,52203.0,2012-07-31,36,488.0,21.0,238.0,56.0,108.0,28.0,1,8,7,11,6,0,0,0,0,0,0,0,0,939.0,26,0,62
2n Cycle,Single,59601.0,2013-07-25,14,691.0,7.0,69.0,0.0,7.0,23.0,4,2,2,7,8,0,1,0,0,0,0,0,1,797.0,11,1,36
Master,Single,75154.0,2012-09-04,79,543.0,10.0,205.0,160.0,143.0,82.0,1,6,3,6,3,0,0,0,0,0,0,1,1,1143.0,15,0,54
Graduation,Single,47025.0,2013-11-07,52,254.0,7.0,108.0,20.0,0.0,26.0,3,6,3,5,6,0,0,0,0,0,0,0,1,415.0,14,0,37
Graduation,Married,37971.0,2013-11-25,97,5.0,4.0,10.0,2.0,2.0,7.0,1,1,0,3,8,0,0,0,0,0,0,0,1,30.0,4,0,40
Master,Single,41335.0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,1,187.0,9,0,45
Graduation,Married,67267.0,2014-05-13,0,134.0,11.0,59.0,15.0,2.0,30.0,1,3,2,5,2,0,0,0,0,0,0,0,1,251.0,10,0,56
Graduation,Single,57338.0,2014-04-29,96,143.0,6.0,52.0,11.0,8.0,17.0,2,4,1,5,5,0,0,0,0,0,0,0,1,237.0,10,0,39
2n Cycle,Married,50523.0,2013-12-25,89,51.0,4.0,24.0,4.0,7.0,1.0,2,2,0,4,6,0,0,0,0,0,0,0,2,91.0,6,0,53
Master,Single,35791.0,2013-05-06,94,27.0,0.0,5.0,0.0,0.0,3.0,2,1,0,3,8,0,0,0,0,0,0,0,3,35.0,4,0,48
PhD,Single,50611.0,2012-10-04,98,459.0,0.0,24.0,6.0,0.0,4.0,6,4,5,7,6,0,1,0,0,0,0,0,1,493.0,16,1,52
PhD,Married,56242.0,2013-03-03,72,689.0,8.0,167.0,11.0,8.0,88.0,5,8,4,11,6,0,0,0,0,0,0,0,1,971.0,23,0,44
Graduation,Single,48904.0,2012-12-02,1,283.0,10.0,38.0,0.0,13.0,27.0,4,7,2,4,8,0,0,0,0,0,0,0,1,371.0,13,0,52
Graduation,Single,56243.0,2013-12-30,26,347.0,0.0,35.0,4.0,3.0,7.0,6,4,2,8,5,0,0,0,0,0,0,0,3,396.0,14,0,38
Graduation,Married,21355.0,2013-08-20,5,5.0,13.0,14.0,0.0,5.0,31.0,2,2,1,2,6,1,0,0,0,0,0,1,1,68.0,5,1,28
Master,Married,57420.0,2013-06-25,22,280.0,0.0,18.0,0.0,0.0,24.0,3,5,1,6,7,0,1,0,0,0,0,0,1,322.0,12,1,42
Master,Married,51687.459375,2013-04-01,39,187.0,5.0,65.0,26.0,20.0,14.0,2,4,2,6,5,0,0,0,0,0,0,0,1,317.0,12,0,43
Master,Single,46390.0,2014-05-05,56,95.0,14.0,64.0,2.0,9.0,38.0,1,4,2,3,7,0,0,0,0,0,0,0,1,222.0,9,0,59
2n Cycle,Married,54342.0,2013-07-03,74,84.0,10.0,34.0,11.0,10.0,28.0,4,3,1,4,6,0,0,0,0,0,0,0,2,177.0,8,0,57
Graduation,Married,51687.459375,2012-09-03,87,19.0,4.0,12.0,2.0,2.0,6.0,1,1,0,3,5,0,0,0,0,0,0,0,2,45.0,4,0,54
2n Cycle,Single,51687.459375,2014-01-12,49,5.0,1.0,9.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,2,21.0,3,0,50
Graduation,Married,20895.0,2012-10-06,24,18.0,3.0,17.0,3.0,0.0,4.0,1,2,0,3,9,0,0,0,0,0,0,0,1,45.0,5,0,39
Graduation,Married,92344.0,2014-01-15,9,992.0,24.0,694.0,51.0,19.0,119.0,0,5,10,5,1,1,0,1,0,0,0,0,0,1899.0,20,2,66
PhD,Married,51687.459375,2014-03-02,17,25.0,1.0,13.0,0.0,0.0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,1,42.0,4,0,42
2n Cycle,Married,26907.0,2013-08-20,10,9.0,1.0,7.0,0.0,3.0,2.0,2,1,0,3,7,0,0,0,0,0,0,0,2,22.0,4,0,37
Graduation,Married,44964.0,2012-12-16,35,19.0,1.0,17.0,2.0,0.0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,2,41.0,4,0,32
Graduation,Married,75507.0,2014-05-02,56,709.0,93.0,374.0,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,0,0,1440.0,20,0,35
Master,Married,53761.0,2013-10-11,7,158.0,0.0,76.0,13.0,7.0,71.0,6,4,4,3,5,0,0,0,0,0,0,0,2,325.0,11,0,41
Graduation,Married,22682.0,2013-10-03,51,10.0,14.0,29.0,4.0,2.0,36.0,3,2,1,4,4,0,0,0,0,0,0,0,1,95.0,7,0,40
PhD,Married,38887.0,2014-03-02,17,25.0,1.0,13.0,0.0,0.0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,1,42.0,4,0,42
2n Cycle,Single,41658.0,2012-11-09,30,8.0,4.0,12.0,15.0,4.0,29.0,2,1,1,2,4,0,0,0,0,0,0,0,2,72.0,4,0,37
PhD,Married,29791.0,2014-05-15,21,14.0,0.0,6.0,0.0,0.0,0.0,2,2,0,3,5,0,0,0,0,0,0,0,1,20.0,5,0,42
Master,Married,63915.0,2013-07-30,2,622.0,7.0,115.0,30.0,0.0,15.0,2,6,3,12,5,0,0,0,0,0,0,0,2,789.0,21,0,57
Graduation,Single,39996.0,2014-05-22,85,11.0,0.0,3.0,0.0,0.0,1.0,1,1,0,2,6,0,0,0,0,0,0,0,2,15.0,3,0,40
Graduation,Single,26759.0,2014-02-07,65,25.0,3.0,16.0,8.0,5.0,2.0,2,2,1,3,6,0,0,0,0,0,0,0,1,59.0,6,0,42
Master,Single,63841.0,2013-04-21,64,635.0,15.0,100.0,20.0,7.0,131.0,1,9,3,9,6,0,0,0,0,0,0,0,1,908.0,21,0,45
PhD,Married,51039.0,2012-12-10,11,100.0,64.0,79.0,65.0,0.0,109.0,2,6,2,4,7,0,0,0,0,0,0,0,2,417.0,12,0,43
Graduation,Married,60544.0,2012-08-25,92,201.0,2.0,43.0,3.0,5.0,35.0,4,5,1,5,6,0,0,0,0,0,0,0,2,289.0,11,0,51
Graduation,Married,65685.0,2014-03-29,54,642.0,14.0,49.0,0.0,7.0,57.0,1,9,2,9,5,0,0,0,0,0,0,0,1,769.0,20,0,42
Graduation,Married,37716.0,2014-04-21,4,97.0,1.0,41.0,6.0,2.0,41.0,2,4,1,3,7,0,0,0,0,0,0,0,1,188.0,8,0,61
Graduation,Single,36864.0,2012-08-13,53,204.0,5.0,39.0,17.0,0.0,89.0,3,5,2,4,8,0,0,0,0,0,0,1,1,354.0,11,0,55
Master,Married,44511.0,2012-10-12,39,513.0,7.0,133.0,46.0,14.0,14.0,6,8,4,8,8,0,0,0,0,0,0,0,1,727.0,20,0,42
PhD,Married,36947.0,2012-08-07,49,88.0,3.0,21.0,4.0,1.0,29.0,4,3,0,4,9,0,0,0,0,0,0,0,2,146.0,7,0,45
Master,Married,47352.0,2013-04-11,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,0,0,0,0,0,0,0,1,319.0,12,0,62
Master,Married,67087.0,2013-12-17,40,329.0,35.0,222.0,130.0,35.0,43.0,2,7,5,8,4,0,0,0,0,0,0,0,1,794.0,20,0,60
Graduation,Married,57045.0,2012-09-08,40,296.0,13.0,104.0,11.0,13.0,17.0,3,4,2,9,3,0,0,0,0,0,0,0,1,454.0,15,0,62
PhD,Single,36957.0,2012-09-06,43,100.0,2.0,16.0,2.0,1.0,31.0,4,3,2,2,9,0,0,0,0,0,0,1,2,152.0,7,0,59
PhD,Married,69389.0,2012-09-28,17,422.0,7.0,238.0,69.0,46.0,15.0,1,7,2,12,4,0,0,0,0,0,0,0,1,797.0,21,0,35
Graduation,Married,80134.0,2013-05-20,40,1218.0,16.0,272.0,104.0,0.0,80.0,2,5,3,6,6,0,1,1,1,0,0,1,1,1690.0,14,3,41
Master,Married,43142.0,2014-02-18,84,5.0,1.0,7.0,2.0,1.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,2,20.0,3,0,45
Graduation,Married,80589.0,2014-01-22,25,507.0,93.0,520.0,242.0,40.0,26.0,1,5,10,5,1,0,0,0,1,0,0,1,0,1428.0,20,1,70
Graduation,Single,34412.0,2013-02-13,62,52.0,12.0,50.0,4.0,36.0,55.0,3,5,0,3,9,0,0,0,0,0,0,0,1,209.0,8,0,23
Graduation,Single,57537.0,2013-06-10,83,191.0,56.0,139.0,51.0,8.0,100.0,4,4,3,8,4,0,0,0,0,0,0,0,1,545.0,15,0,34
High School,Married,22634.0,2013-01-16,47,2.0,23.0,11.0,8.0,6.0,46.0,1,2,1,2,8,0,0,0,0,0,0,0,0,96.0,5,0,47
Graduation,Married,51315.0,2014-02-23,45,68.0,28.0,39.0,16.0,30.0,41.0,1,2,2,5,2,0,0,0,0,0,0,0,0,222.0,9,0,66
Graduation,Married,36026.0,2014-03-16,34,20.0,4.0,10.0,6.0,4.0,17.0,2,2,0,3,6,0,0,0,0,0,0,0,3,61.0,5,0,42
Graduation,Married,24639.0,2014-01-28,3,20.0,3.0,16.0,0.0,4.0,1.0,3,2,0,4,6,0,0,0,0,0,0,0,2,44.0,6,0,41
PhD,Married,34578.0,2014-04-11,1,7.0,0.0,1.0,0.0,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,0,3,8.0,3,0,42
2n Cycle,Single,65704.0,2013-10-13,18,279.0,172.0,74.0,38.0,8.0,246.0,1,2,10,10,1,0,0,0,0,0,0,0,0,817.0,22,0,41
Graduation,Single,63810.0,2012-11-11,45,977.0,12.0,253.0,16.0,12.0,101.0,4,4,3,12,8,0,1,0,0,0,0,0,1,1371.0,19,1,46
PhD,Married,54132.0,2014-02-16,81,30.0,1.0,8.0,0.0,0.0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,1,42.0,4,0,45
Graduation,Married,18690.0,2012-12-28,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,0,0,0,0,0,0,0,0,60.0,4,0,53
Graduation,Married,28164.0,2013-05-04,23,3.0,18.0,26.0,11.0,8.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,1,78.0,6,0,43
PhD,Married,34596.0,2013-04-13,48,14.0,0.0,2.0,0.0,0.0,7.0,1,1,0,2,8,0,0,0,0,0,0,0,1,23.0,3,0,39
PhD,Married,43269.0,2013-09-16,61,10.0,1.0,7.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,1,19.0,3,0,41
2n Cycle,Single,38741.0,2014-03-30,60,7.0,10.0,17.0,8.0,6.0,13.0,2,2,0,3,7,0,0,0,0,0,0,0,2,61.0,5,0,56
Graduation,Single,31907.0,2013-03-04,75,33.0,87.0,64.0,175.0,16.0,74.0,1,6,1,6,7,0,0,0,0,0,0,0,0,449.0,13,0,41
Master,Married,27100.0,2013-04-05,64,12.0,0.0,13.0,2.0,0.0,10.0,1,1,0,3,7,0,0,0,0,0,0,0,1,37.0,4,0,30
2n Cycle,Single,31163.0,2014-02-13,54,2.0,3.0,10.0,11.0,2.0,10.0,1,1,0,3,6,0,0,0,0,0,0,0,1,38.0,4,0,41
Graduation,Married,92533.0,2013-12-19,84,693.0,21.0,118.0,110.0,147.0,42.0,1,6,5,11,2,0,0,1,1,0,0,0,0,1131.0,22,2,28
Graduation,Single,34853.0,2013-12-23,75,9.0,3.0,15.0,2.0,3.0,2.0,2,2,0,3,6,0,0,0,0,0,0,0,2,34.0,5,0,40
Graduation,Single,70844.0,2013-10-30,16,129.0,26.0,67.0,3.0,67.0,2.0,5,6,1,5,7,0,0,0,0,0,0,0,2,294.0,12,0,46
2n Cycle,Married,31086.0,2013-05-04,79,16.0,2.0,11.0,3.0,0.0,16.0,2,1,1,2,8,1,0,0,0,0,0,0,2,48.0,4,1,34
Graduation,Married,60544.0,2012-08-25,92,201.0,2.0,43.0,3.0,5.0,35.0,4,5,1,5,6,0,0,0,0,0,0,0,2,289.0,11,0,51
2n Cycle,Married,20491.0,2013-01-25,16,5.0,4.0,5.0,4.0,2.0,10.0,1,0,1,2,7,0,0,0,0,0,0,0,0,30.0,3,0,27
Graduation,Married,42523.0,2014-04-23,96,14.0,36.0,11.0,3.0,26.0,35.0,1,1,1,4,2,0,0,0,0,0,0,0,0,125.0,6,0,50
Graduation,Married,39922.0,2013-02-14,30,29.0,12.0,59.0,19.0,1.0,36.0,2,3,0,4,8,0,0,0,0,0,0,0,1,156.0,7,0,30
Graduation,Married,33402.0,2013-07-18,60,26.0,2.0,19.0,10.0,5.0,8.0,3,2,1,3,8,0,0,0,0,0,0,0,2,70.0,6,0,61
Master,Married,36408.0,2013-09-21,11,9.0,1.0,4.0,3.0,2.0,3.0,1,1,0,2,6,0,0,0,0,0,0,0,2,22.0,3,0,64
Graduation,Married,21645.0,2012-09-03,75,14.0,0.0,23.0,4.0,5.0,19.0,3,3,0,3,9,0,0,0,0,0,0,1,1,65.0,6,0,33
Master,Single,78427.0,2012-10-24,36,972.0,19.0,595.0,180.0,26.0,138.0,3,3,7,10,3,0,0,0,1,0,0,1,0,1930.0,20,1,64
Graduation,Married,82657.0,2013-09-27,71,966.0,168.0,672.0,246.0,105.0,126.0,1,7,5,10,4,0,1,0,1,0,0,0,0,2283.0,22,2,67
Graduation,Married,51876.0,2013-10-15,88,99.0,27.0,102.0,28.0,48.0,6.0,1,2,2,8,1,0,0,0,0,0,0,0,0,310.0,12,0,55
2n Cycle,Married,78041.0,2012-12-16,93,482.0,35.0,553.0,72.0,160.0,17.0,1,4,4,9,2,0,0,0,0,0,0,0,0,1319.0,17,0,41
Graduation,Married,52852.0,2012-12-01,93,714.0,8.0,99.0,11.0,0.0,47.0,4,10,7,5,8,1,0,0,0,0,0,0,1,879.0,22,1,55
PhD,Married,70038.0,2013-10-25,54,587.0,54.0,348.0,71.0,54.0,130.0,1,4,4,8,2,0,0,0,0,0,0,0,0,1244.0,16,0,31
2n Cycle,Married,69401.0,2014-03-23,41,399.0,27.0,159.0,58.0,8.0,39.0,4,4,4,5,2,0,0,0,0,0,0,0,1,690.0,13,0,41
Graduation,Married,46053.0,2013-02-17,46,56.0,10.0,92.0,19.0,7.0,25.0,3,3,2,4,5,0,0,0,0,0,0,0,1,209.0,9,0,41
Graduation,Married,77343.0,2014-06-09,28,227.0,151.0,573.0,98.0,54.0,31.0,1,3,4,9,1,0,0,0,0,0,0,0,0,1134.0,16,0,49
Graduation,Single,73892.0,2013-11-13,40,703.0,102.0,601.0,0.0,58.0,43.0,1,3,11,8,1,0,0,0,0,0,0,1,0,1507.0,22,0,60
PhD,Single,40304.0,2013-09-30,82,37.0,0.0,17.0,0.0,0.0,3.0,1,2,0,3,7,0,0,0,0,0,0,0,1,57.0,5,0,46
PhD,Married,32727.0,2012-08-28,38,167.0,13.0,180.0,86.0,13.0,70.0,2,7,3,5,8,0,0,0,0,0,0,0,0,529.0,15,0,47
Graduation,Married,68695.0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,0,0,0,0,0,0,1091.0,15,0,45
Graduation,Single,43300.0,2012-10-13,87,91.0,3.0,52.0,2.0,1.0,31.0,3,4,0,4,8,0,0,0,0,0,0,1,1,180.0,8,0,41
Graduation,Married,26290.0,2013-01-12,49,15.0,8.0,16.0,11.0,5.0,22.0,4,2,0,4,6,0,0,0,0,0,0,0,2,77.0,6,0,41
Graduation,Single,93790.0,2014-02-12,16,1302.0,68.0,731.0,89.0,114.0,45.0,0,6,7,12,2,0,1,1,1,0,0,1,0,2349.0,25,3,44
PhD,Married,38410.0,2012-09-14,65,153.0,64.0,123.0,116.0,64.0,14.0,2,5,2,9,6,0,0,0,0,0,0,1,0,534.0,16,0,38
Master,Single,64866.0,2014-01-26,9,508.0,5.0,21.0,7.0,5.0,10.0,4,7,3,7,5,0,1,0,0,0,0,0,1,556.0,17,1,64
Graduation,Married,57957.0,2013-08-19,24,290.0,59.0,177.0,77.0,5.0,29.0,7,4,6,8,3,0,0,0,0,0,1,0,1,637.0,18,0,54
PhD,Married,46015.0,2014-04-13,25,38.0,0.0,2.0,0.0,0.0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,2,46.0,4,2,59
Graduation,Married,16531.0,2014-06-18,43,2.0,13.0,6.0,7.0,5.0,11.0,3,3,0,3,7,0,0,0,0,0,0,0,1,44.0,6,0,36
Master,Married,28072.0,2013-07-08,10,30.0,0.0,10.0,2.0,0.0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,1,47.0,4,0,27
Master,Single,49476.0,2013-06-20,29,386.0,23.0,95.0,54.0,41.0,196.0,4,2,11,5,2,0,0,0,0,0,0,0,1,795.0,18,0,50
Graduation,Married,50725.0,2013-02-13,45,443.0,10.0,75.0,0.0,10.0,48.0,4,8,1,8,8,0,0,0,0,0,0,0,1,586.0,17,0,60
Graduation,Married,83844.0,2013-05-12,57,901.0,31.0,345.0,75.0,31.0,191.0,1,4,4,11,1,0,0,1,0,0,0,0,0,1574.0,19,1,61
PhD,Married,41145.0,2014-02-08,20,9.0,0.0,3.0,0.0,0.0,1.0,1,0,0,3,3,0,0,0,0,0,0,0,2,13.0,3,0,64
Graduation,Married,67419.0,2013-01-16,29,846.0,84.0,352.0,91.0,56.0,42.0,4,9,4,8,5,0,0,0,0,0,0,0,1,1471.0,21,0,43
